,MLS #,Address,City,# Bed,# Bth,Yr Blt,Acres,SqFt,$/SqFt,List Price,Sold Price,Sale Date,SP%LP,DOM
166,30675765,55 MOOREGATE Court #13A,Kitchener,1,1/0,2014,,470,$521.28,"$199,900","$245,000",08/02/2018,122.56,7
167,30679256,139 BRIGHTON Street #5D,Waterloo,2,1/0,2004,,819,$299.15,"$239,900","$245,000",08/30/2018,102.13,17
168,30681909,373 VICTORIA Street,Kitchener,4,1/1,1958,,"1,068",$229.40,"$279,900","$245,000",09/13/2018,87.53,21
169,30683531,81 CHURCH Street #304,Kitchener,2,1/1,,,"1,037",$236.26,"$249,900","$245,000",10/19/2018,98.04,45
170,30689549,45 Westmount Road #604,Waterloo,2,1/0,,,"1,102",$222.32,"$245,000","$245,000",10/01/2018,100.00,4
171,30689741,205 HIGHLAND Crescent #37,Kitchener,1,1/0,1988,,815,$300.61,"$240,000","$245,000",10/15/2018,102.08,15
172,30691058,3085 KINGSWAY Drive #25,Kitchener,2,1/0,1988,,850,$288.24,"$249,900","$245,000",10/17/2018,98.04,13
173,30695226,45 CEDAR HILL Crescent #13C,Kitchener,1,1/0,2007,,603,$406.30,"$249,900","$245,000",11/09/2018,98.04,18
174,30671787,463 BEECHWOOD Place #57,Waterloo,2,2/0,1993,,956,$256.54,"$219,900","$245,250",07/28/2018,111.53,14
175,30661705,639 Albert Street #3,Waterloo,3,1/1,,,"1,084",$227.86,"$248,500","$247,000",07/06/2018,99.40,46
176,30688369,58 Franklin Street,Kitchener,2,1/0,1920,,900,$274.44,"$260,000","$247,000",10/29/2018,95.00,35
177,30697944,30 BLUE SPRINGS Drive #PH6,Waterloo,2,2/0,1990,,"1,160",$212.93,"$249,900","$247,000",11/27/2018,98.84,19
178,30669236,265 Westcourt Place #1009,Waterloo,1,1/0,1987,,"1,018",$242.88,"$229,000","$247,247",07/03/2018,107.97,12
179,30682819,3085 Kingsway Drive #23,Kitchener,2,1/0,1988,,850,$294.00,"$249,900","$249,900",09/20/2018,100.00,17
180,30688224,187 GRULKE Street #30,Kitchener,3,1/1,1976,,"1,360",$183.75,"$249,000","$249,900",10/02/2018,100.36,11
181,30667578,296E Bluevale Street #10,Waterloo,3,3/0,1976,,"1,375",$181.82,"$255,900","$250,000",07/03/2018,97.69,15
182,30669592,1941 OTTAWA Street #D14,Kitchener,1,1/0,2009,,755,$331.13,"$240,000","$250,000",07/16/2018,104.17,19
183,30670484,29 Peter Street,Kitchener,3,1/0,,,"1,200",$208.33,"$279,900","$250,000",08/28/2018,89.32,58
184,30676885,51 PAULANDER Drive #7,Kitchener,3,1/0,1977,,"1,184",$211.15,"$249,900","$250,000",08/09/2018,100.04,7
185,30688807,193 THALER Avenue #C,Kitchener,3,1/1,1969,,990,$252.53,"$249,900","$250,000",10/05/2018,100.04,11
186,30689242,203 FAIRWAY Road #10,Kitchener,3,1/1,1978,,997,$250.75,"$249,999","$250,000",10/12/2018,100.00,18
187,30690520,1460 Highland Road #5D,Kitchener,1,1/0,2011,,606,$412.54,"$239,900","$250,000",10/05/2018,104.21,3
188,30692347,500 Westmount Road #301,Kitchener,2,2/0,1990,,905,$276.24,"$259,900","$250,000",11/14/2018,96.19,34
