,MLS #,Address,City,# Bed,# Bth,Yr Blt,Acres,SqFt,$/SqFt,List Price,Sold Price,Sale Date,SP%LP,DOM
271,30570569,1 VICTORIA Street #308,Kitchener,0,1/0,,,525,$485.71,"$264,900","$255,000",05/08/2017,96.26,16
272,30573497,415 MORGAN Avenue #4,Kitchener,2,1/1,1973,,"1,000",$255.00,"$209,000","$255,000",05/09/2017,122.01,2
273,30566944,404 King Street #130,Kitchener,1,1/0,,,600,$425.83,"$249,900","$255,500",04/28/2017,102.24,22
274,30568928,423 Westwood Drive #33,Kitchener,3,1/1,,,"1,050",$244.00,"$204,900","$256,200",04/27/2017,125.04,8
275,30551463,20 DANIEL Avenue,Kitchener,3,1/1,1965,,989,$259.86,"$260,000","$257,000",01/12/2017,98.85,29
276,30556563,415 KEATS Way #2,Waterloo,5,2/1,1976,,"1,250",$205.60,"$249,000","$257,000",02/24/2017,103.21,37
277,30558718,425 KEATS Way #2,Waterloo,5,2/0,,0.00,"1,150",$223.91,"$255,000","$257,500",03/14/2017,100.98,19
278,30559048,322 WESTCOURT Place,Waterloo,3,1/1,,,"1,250",$206.40,"$265,000","$258,000",03/07/2017,97.36,15
279,30555710,243 RACHEL Crescent #E,Kitchener,2,1/1,,,887,$290.98,"$239,900","$258,100",02/08/2017,107.59,9
280,30559793,121 UNIVERSITY Avenue #102,Waterloo,3,2/1,,,"1,450",$178.62,"$265,000","$259,000",03/27/2017,97.74,26
281,30551745,279 SANDOWNE Drive #11,Waterloo,3,1/1,1975,,"1,294",$200.93,"$225,000","$260,000",01/09/2017,115.56,5
282,30551903,203 ERB Street #A,Waterloo,3,1/0,1950,,"1,026",$253.41,"$249,900","$260,000",02/08/2017,104.04,50
283,30551904,203 ERB Street #B,Waterloo,3,1/0,1950,,"1,026",$253.41,"$249,900","$260,000",02/08/2017,104.04,50
284,30552876,1460 HIGHLAND Road #8A,Kitchener,2,2/0,2011,,"1,212",$214.52,"$239,900","$260,000",01/10/2017,108.38,4
285,30555831,121 University Avenue #41,Waterloo,4,2/1,1974,,"1,527",$170.27,"$259,900","$260,000",02/24/2017,100.04,22
286,30559724,190 Grulke Street #6,Kitchener,3,1/1,,,"1,300",$200.00,"$225,000","$260,000",04/01/2017,115.56,6
287,30562128,35 Westheights Drive #20,Kitchener,3,2/1,1987,,"1,434",$181.31,"$260,000","$260,000",03/27/2017,100.00,13
288,30564130,25 Upper Canada Drive #26,Kitchener,3,1/1,1973,,"1,090",$238.53,"$239,900","$260,000",04/17/2017,108.38,21
289,30565872,517 WEBER Street #E,Waterloo,3,2/1,1970,,"1,330",$195.49,"$224,500","$260,000",05/06/2017,115.81,35
290,30572368,415 MORGAN Avenue #49,Kitchener,3,1/1,,,"1,060",$245.28,"$209,900","$260,000",05/08/2017,123.87,5
291,30565263,931 Glasgow Street #11D,Kitchener,1,1/0,2011,,796,$328.39,"$220,000","$261,400",04/10/2017,118.82,9
292,30555872,121 University Avenue #103,Waterloo,4,2/1,1975,,"1,527",$172.89,"$259,900","$264,000",03/24/2017,101.58,50
293,30565928,931 GLASGOW Street #9A,Kitchener,1,1/0,2011,,796,$331.66,"$239,900","$264,000",04/11/2017,110.05,8
294,30552248,20 PAULANDER Drive #48,Kitchener,3,1/1,,,"1,245",$212.53,"$259,900","$264,600",01/30/2017,101.81,32
295,30554296,371 Victoria Street,Kitchener,4,1/0,1958,,"1,068",$248.13,"$249,900","$265,000",02/16/2017,106.04,25
296,30560765,29 PAULANDER Drive #16,Kitchener,3,1/1,1988,,"1,245",$212.85,"$259,900","$265,000",03/12/2017,101.96,6
297,30560863,121 UNIVERSITY Avenue #49,Waterloo,4,3/1,,,"1,350",$196.30,"$265,000","$265,000",05/05/2017,100.00,59
298,30563141,404 King Street #516,Kitchener,1,1/0,2006,,540,$490.74,"$249,000","$265,000",04/09/2017,106.43,20
299,30563552,121 MORGAN Avenue #10,Kitchener,3,1/1,1979,,"1,100",$240.91,"$249,900","$265,000",03/29/2017,106.04,5
300,30566859,459 Beechwood Place #30,Waterloo,3,1/2,1993,,830,$319.28,"$200,000","$265,000",04/15/2017,132.50,7
301,30567076,700 ERINBROOK Drive #29,Kitchener,3,1/1,1985,,"1,035",$256.04,"$209,900","$265,000",04/17/2017,126.25,5
302,30573162,160 Rittenhouse Road #44,Kitchener,3,1/1,1987,,"1,020",$259.80,"$249,900","$265,000",05/15/2017,106.04,10
303,30561133,12 HOLBORN Drive #A6,Kitchener,3,1/1,,,"1,200",$221.25,"$249,000","$265,500",03/27/2017,106.63,14
304,30553208,11 Greenbrook Drive,Kitchener,3,1/1,1961,,"1,170",$227.35,"$225,000","$266,000",02/08/2017,118.22,6
305,30568585,433 KEATS Way #2,Waterloo,3,1/1,1977,,"1,285",$207.78,"$249,900","$267,000",04/24/2017,106.84,6
306,30567307,121 University Avenue #48,Waterloo,5,2/1,1974,,"1,502",$179.02,"$249,900","$268,888",04/12/2017,107.60,1
307,30567668,121 University Avenue #48,Waterloo,5,2/1,1974,,"1,502",$179.02,"$249,900","$268,888",04/13/2017,107.60,
308,30552869,255 MAITLAND Street #4H,Kitchener,3,1/1,,,"1,234",$218.72,"$269,900","$269,900",01/23/2017,100.00,15
309,30554678,50 Bryan Court #401,Kitchener,2,1/0,2015,,766,$352.48,"$259,900","$270,000",02/09/2017,103.89,16
310,30556308,255 MAITLAND Street #2A,Kitchener,2,2/0,2015,,"1,212",$222.77,"$250,000","$270,000",02/14/2017,108.00,8
311,30557409,160 RITTENHOUSE Road #31,Kitchener,2,2/0,1987,,984,$274.39,"$199,800","$270,000",02/21/2017,135.14,9
