,MLS #,Address,City,# Bed,# Bth,Yr Blt,Acres,SqFt,$/SqFt,List Price,Sold Price,Sale Date,SP%LP,DOM
362,KW1231239,999 Weber Street,Kitchener,3,0/0,,,,,"$209,900","$198,000",07/31/2012,94.33,21
363,KW1231376,30 Green Valley Drive #79,Kitchener,3,0/0,,,"2,080",$95.19,"$203,900","$198,000",11/08/2012,97.11,123
364,KW1237311,205 Highland Crescent #28,Kitchener,2,0/0,1988,,"1,320",$150.00,"$205,000","$198,000",11/12/2012,96.59,61
365,KW1225099,555 King Street #203,Kitchener,2,0/0,2005,,796,$249.37,"$205,000","$198,500",06/21/2012,96.83,29
366,KW1228257,255 Camelot Court #4,Waterloo,3,0/0,1986,,"1,100",$181.73,"$199,900","$199,900",07/24/2012,100.00,28
367,KW1234309,1522 King Street #303,Kitchener,2,0/0,2005,,"1,000",$199.90,"$199,900","$199,900",09/04/2012,100.00,22
368,KW1237752,1522 King Street #201,Kitchener,2,0/0,2005,,"1,000",$199.90,"$199,900","$199,900",11/08/2012,100.00,48
369,KW1218003,456 Beechwood Place #2,Waterloo,2,0/0,1985,,"1,066",$187.62,"$219,900","$200,000",07/03/2012,90.95,102
370,KW1227732,133 Arrowhead Crescent,Kitchener,3,0/0,1972,,"1,035",$193.24,"$247,500","$200,000",08/22/2012,80.81,68
371,KW1227822,312 Bluevale Street #C,Waterloo,3,0/0,,,,,"$209,900","$200,000",09/20/2012,95.28,93
372,KW1227904,42 Biehn Drive,Kitchener,3,0/0,1953,,,,"$209,900","$200,000",07/26/2012,95.28,37
373,KW1228115,25 Vanier Drive,Kitchener,3,0/0,1969,,,,"$209,900","$200,000",08/20/2012,95.28,55
374,KW1228384,228 Pinedale Drive,Kitchener,3,0/0,1972,,"1,033",$193.61,"$203,000","$200,000",09/17/2012,98.52,78
375,KW1231157,120 Mansion Street #500,Kitchener,1,0/0,2005,,640,$312.50,"$209,900","$200,000",08/10/2012,95.28,38
376,KW1232041,317 Edwin Street,Kitchener,2,0/0,,,902,$221.73,"$239,000","$200,000",09/28/2012,83.68,65
377,KW1232128,3267 King Street #404,Kitchener,2,0/0,,,"1,180",$169.49,"$204,900","$200,000",11/12/2012,97.61,110
378,KW1234210,350 Highland Road,Kitchener,4,0/0,1953,,,,"$219,900","$200,000",09/07/2012,90.95,30
379,KW1234806,160 Lucan Street,Waterloo,3,0/0,1956,,3,"$66,666.67","$205,000","$200,000",08/31/2012,97.56,7
380,KW1234830,103 Northlake Drive #A,Waterloo,3,0/0,,,,,"$202,000","$200,000",09/20/2012,99.01,28
381,KW1237202,410 King Street #512,Kitchener,1,0/0,2008,,610,$327.87,"$202,900","$200,000",09/20/2012,98.57,13
382,KW1237601,150 Kingswood Drive #A,Kitchener,3,0/0,1974,,"1,276",$156.74,"$207,900","$200,000",09/22/2012,96.20,4
383,KW1237674,791 Frederick Street,Kitchener,3,0/0,1958,,,,"$205,000","$200,000",10/01/2012,97.56,17
384,KW1237876,104 Ralgreen Crescent,Kitchener,3,0/0,,,,,"$200,000","$200,000",11/05/2012,100.00,39
385,KW1234625,55 Blue Springs Drive #214,Waterloo,2,0/0,1990,,,,"$204,900","$200,500",11/13/2012,97.85,85
386,CA1293483,217 Veronica Drive,Kitchener,3,2/0,1976,,"1,100",$182.64,"$209,900","$200,900",08/24/2012,95.71,48
387,KW1225464,123 Fergus Avenue,Kitchener,3,0/0,,,,,"$209,900","$201,000",07/26/2012,95.76,56
388,KW1231630,54 Ralgreen Crescent,Kitchener,3,0/0,1969,,,,"$204,900","$201,000",07/30/2012,98.10,14
389,KW1241379,54 Green Valley Drive #46,Kitchener,3,0/0,1989,,"1,300",$155.00,"$206,900","$201,500",11/07/2012,97.39,28
390,KW1231629,38 Cherry Street,Kitchener,4,0/0,,,,,"$224,800","$202,000",08/16/2012,89.86,33
391,KW1231995,410 King Street #112,Kitchener,1,0/0,2008,,600,$336.67,"$202,000",,09/24/2012,0.00,60
392,KW1237070,73 Falesy Avenue,Kitchener,3,0/0,,,,,"$204,900","$202,500",11/20/2012,98.83,76
393,KW1234619,404 King Street #118,Kitchener,1,0/0,2008,,600,$338.17,"$207,900","$202,900",11/21/2012,97.59,95
394,KW1227223,410 King Street #413,Kitchener,1,0/0,2007,,650,$312.31,"$209,900","$203,000",06/26/2012,96.71,21
395,KW1244556,55 Blue Springs Drive #103,Waterloo,2,0/0,1990,,"1,156",$175.61,"$208,000","$203,000",12/05/2012,97.60,14
396,KW1234723,465 Woolwich Street #7,Waterloo,2,0/0,1991,,993,$204.93,"$212,000","$203,500",09/11/2012,95.99,21
397,CA1292688,370 Louisa Street,Kitchener,2,1/0,,,980,$208.16,"$208,000","$204,000",08/27/2012,98.08,117
398,KW1228015,310 Bluevale Street #A,Waterloo,4,0/0,,,,,"$214,900","$204,000",09/11/2012,94.93,84
399,KW1237121,119 Ralgreen Crescent,Kitchener,3,0/0,1970,,"1,200",$170.63,"$214,900","$204,750",11/05/2012,95.28,58
400,KW1224303,12 Holborn Drive #39,Kitchener,3,0/0,2008,,"1,200",$170.83,"$209,900","$205,000",06/25/2012,97.67,52
401,KW1224996,278 Ahrens Street,Kitchener,3,0/0,,,,,"$222,000","$205,000",07/16/2012,92.34,60
402,KW1227190,78 Lillian Drive #A,Waterloo,3,0/0,,,,,"$214,900","$205,000",07/05/2012,95.39,26
403,KW1227807,58 Bridgeport Road #1101,Waterloo,3,0/0,1974,,,,"$224,900","$205,000",07/11/2012,91.15,23
404,KW1231541,16 Winslow Drive,Kitchener,4,0/0,1963,,"1,892",$108.35,"$212,900","$205,000",08/14/2012,96.29,41
405,KW1237068,65 Madison Avenue,Kitchener,3,0/0,1921,,"1,400",$146.43,"$215,900","$205,000",12/20/2012,94.95,106
406,KW1237253,120 Mansion Street #307,Kitchener,1,0/0,2005,,,,"$209,900","$205,000",11/02/2012,97.67,54
407,KW1241429,17 Ruby Street,Kitchener,2,0/0,1950,,,,"$218,800","$205,000",11/02/2012,93.69,22
408,KW1244279,54 Weichel Street,Kitchener,3,0/0,1975,,,,"$212,000","$205,000",12/18/2012,96.70,39
409,KW1244738,255 Northlake Drive #20,Waterloo,3,0/0,,,,,"$209,000","$205,000",12/13/2012,98.09,17
410,KW1241841,152 Woolwich Street,Kitchener,1,0/0,,,,,"$209,900","$205,200",11/02/2012,97.76,12
